,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_4,y_4,yaw_rad_4,v_mps_4,acc_mpss_4,width_4,length_4,locationPoint2Head_4,locationPoint2Rear_4,x_3,y_3,yaw_rad_3,v_mps_3,acc_mpss_3,width_3,length_3,locationPoint2Head_3,locationPoint2Rear_3,x_5,y_5,yaw_rad_5,v_mps_5,acc_mpss_5,width_5,length_5,locationPoint2Head_5,locationPoint2Rear_5,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,end
6.799999999999992,940.8246322197863,2145.512388328129,1.6843355952286423,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,916.13181,2221.90076,4.82793,5.55954,-0.36329,1.947,5.416,2.708,2.708,934.18132,2195.72844,1.51592,5.89367,0.12332,6.7,13.4,9.8,3.8,951.1415,2185.65321,1.76667,6.13879,0.07742,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.8999999999999915,940.7339958635862,2146.3072371315184,1.6849607065253591,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,916.19342,2221.35807,4.8365,5.46385,-0.35293,1.947,5.416,2.708,2.708,934.22746,2196.37782,1.51536,5.94094,0.09766,6.7,13.4,9.8,3.8,951.03689,2186.25862,1.75989,6.14629,0.06457,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.999999999999991,940.642862656161,2147.1020291218024,1.6855112617864616,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,916.26629,2220.81583,4.84257,5.47343,-0.34711,1.947,5.416,2.708,2.708,934.2607,2196.94375,1.51525,5.97753,0.07171,6.7,13.4,9.8,3.8,950.93687,2186.85622,1.75511,6.0616,0.05526,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.099999999999991,940.551291885658,2147.896770817767,1.6859895070744473,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,916.3443,2220.27996,4.85368,5.41742,-0.35724,1.947,5.416,2.708,2.708,934.29831,2197.73148,1.51479,6.00464,0.05143,6.7,13.4,9.8,3.8,950.82595,2187.45578,1.74792,6.09983,0.0475,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.19999999999999,940.4593410441702,2148.6914686295577,1.686398027121923,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,916.43093,2219.74719,4.86136,5.39991,-0.36784,1.947,5.416,2.708,2.708,934.32291,2198.19268,1.51456,6.01475,0.03698,6.7,13.4,9.8,3.8,950.71992,2188.05201,1.74709,6.05831,0.04103,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.29999999999999,940.3670655603763,2149.4861288112743,1.6867392021047263,7.8999973082177215,-0.9999999999999957,6.7,13.4,9.8,3.8,916.50977,2219.21409,4.86893,5.39119,-0.37278,1.947,5.416,2.708,2.708,934.3512,2198.79194,1.51433,6.011,0.02454,6.7,13.4,9.8,3.8,950.62274,2188.65164,1.74101,6.07689,0.03252,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.39999999999999,940.275675796631,2150.270824603146,1.6870289465123938,7.699997308217722,-1.9999999999999956,6.7,13.4,9.8,3.8,916.59429,2218.68981,4.88247,5.31275,-0.37089,1.947,5.416,2.708,2.708,934.37998,2199.40258,1.5137,5.99334,0.02548,6.7,13.4,9.8,3.8,950.52761,2189.25131,1.73536,6.07405,0.02592,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.499999999999989,940.1863780970859,2151.035628830594,1.6872656774793122,7.456983976026637,-2.430133321910848,6.7,13.4,9.8,3.8,916.69182,2218.17241,4.8972,5.26726,-0.3788,1.947,5.416,2.708,2.708,934.3954,2199.87657,1.51295,5.96849,0.02399,6.7,13.4,9.8,3.8,950.43732,2189.85197,1.73167,6.07658,0.01783,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.599999999999989,940.0997233130149,2151.776275202748,1.6874665244942002,7.228850454910042,-2.281335211165958,6.7,13.4,9.8,3.8,916.79257,2217.65839,4.91034,5.24011,-0.38631,1.947,5.416,2.708,2.708,934.4243,2200.50966,1.51204,5.93989,0.0565,6.7,13.4,9.8,3.8,950.3408,2190.45664,1.72422,6.12583,0.00972,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.699999999999989,940.0155753781479,2152.4942458943865,1.6876332316491656,7.015859603374431,-2.1299085153561084,6.7,13.4,9.8,3.8,916.92279,2217.1525,4.92403,5.22601,-0.39399,1.947,5.416,2.708,2.708,934.44641,2201.09905,1.51113,5.89936,0.09227,6.7,13.4,9.8,3.8,950.2476,2191.06143,1.72079,6.12167,0.00639,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.799999999999988,939.9337906149092,2153.191048672972,1.6877672044447252,6.81604420189696,-1.9981540147747086,6.7,13.4,9.8,3.8,917.03763,2216.64891,4.93444,5.1674,-0.4046,1.947,5.416,2.708,2.708,934.45968,2201.61929,1.51024,5.86558,0.11443,6.7,13.4,9.8,3.8,950.15009,2191.66826,1.71796,6.14847,-0.00184,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.899999999999988,939.8542444319208,2153.867995488013,1.6878699034715323,6.628455101152048,-1.8758910074491162,6.7,13.4,9.8,3.8,917.13372,2216.15273,4.95612,5.05591,-0.40727,1.947,5.416,2.708,2.708,934.49129,2202.38143,1.51014,5.84824,0.12775,6.7,13.4,9.8,3.8,950.06491,2192.26553,1.71566,6.03543,-0.01645,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.999999999999988,939.7768198868351,2154.5263036302217,1.6879429243419328,6.4558367762656115,-1.726183248864371,6.7,13.4,9.8,3.8,917.27023,2215.66799,4.9693,5.03811,-0.40721,1.947,5.416,2.708,2.708,934.52021,2203.01558,1.5107,5.86313,0.13663,6.7,13.4,9.8,3.8,949.98709,2192.86752,1.71218,6.07246,-0.02801,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.099999999999987,939.7013648147005,2155.1674625940577,1.6879875231882526,6.29460150713713,-1.6123526912848158,6.7,13.4,9.8,3.8,917.42914,2215.19301,4.98448,5.01054,-0.41484,1.947,5.416,2.708,2.708,934.54751,2203.63335,1.51201,5.89059,0.14274,6.7,13.4,9.8,3.8,949.91167,2193.46953,1.70816,6.06959,-0.0425,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.199999999999987,939.6277663609926,2155.792605256934,1.6880051483863707,6.144152952504873,-1.5044855463225675,6.7,13.4,9.8,3.8,917.5756,2214.71853,5.0063,4.96749,-0.42391,1.947,5.416,2.708,2.708,934.57307,2204.1287,1.51361,5.93069,0.1421,6.7,13.4,9.8,3.8,949.82541,2194.06487,1.70695,6.01792,-0.07119,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.299999999999986,939.5559162440376,2156.402804991227,1.6879968971448347,6.001063629041205,-1.4308932346366832,6.7,13.4,9.8,3.8,917.74357,2214.25121,5.02729,4.96802,-0.43345,1.947,5.416,2.708,2.708,934.60269,2204.80637,1.51652,5.96791,0.13024,6.7,13.4,9.8,3.8,949.73263,2194.65411,1.70843,5.96743,-0.10461,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.399999999999986,939.4857443404193,2156.998794547126,1.6879641137266523,5.870345196852346,-1.3071843218885877,6.7,13.4,9.8,3.8,917.89852,2213.78524,5.04677,4.91256,-0.43075,1.947,5.416,2.708,2.708,934.63076,2205.40458,1.51951,5.9941,0.12176,6.7,13.4,9.8,3.8,949.65196,2195.24973,1.7079,6.01296,-0.11327,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.499999999999986,939.4171200723868,2157.5818041843872,1.6879077561277596,5.747920823644143,-1.2242437320820345,6.7,13.4,9.8,3.8,918.04541,2213.32842,5.07191,4.80037,-0.41546,1.947,5.416,2.708,2.708,934.66245,2206.16691,1.52376,6.00665,0.09854,6.7,13.4,9.8,3.8,949.58487,2195.84682,1.70671,6.01093,-0.10792,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.599999999999985,939.3499591157793,2158.1526591080383,1.6878290828512732,5.632858492351819,-1.1506233129232393,6.7,13.4,9.8,3.8,918.22588,2212.88404,5.0909,4.79817,-0.40386,1.947,5.416,2.708,2.708,934.6858,2206.61788,1.52637,6.01569,0.08474,6.7,13.4,9.8,3.8,949.50679,2196.42839,1.71164,5.87016,-0.11042,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.699999999999985,939.2841866046838,2158.712091789183,1.6877289488767497,5.524535474879092,-1.0832301747272708,6.7,13.4,9.8,3.8,918.42222,2212.4536,5.11163,4.73298,-0.38975,1.947,5.416,2.708,2.708,934.71022,2207.24856,1.53035,6.02573,0.07507,6.7,13.4,9.8,3.8,949.41738,2197.00993,1.711,5.88605,-0.11997,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.799999999999985,939.2197338770218,2159.260772723815,1.6876085142067365,5.422552708744034,-1.0198276613505772,6.7,13.4,9.8,3.8,918.61898,2212.02348,5.13721,4.73205,-0.37445,1.947,5.416,2.708,2.708,934.72446,2207.80925,1.53355,6.03273,0.07312,6.7,13.4,9.8,3.8,949.34777,2197.6056,1.71253,5.99982,-0.11954,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.899999999999984,939.1565358056878,2159.7993326393034,1.6874685941509469,5.326424609240694,-0.9612809950333976,6.7,13.4,9.8,3.8,918.84982,2211.60451,5.16512,4.78524,-0.3592,1.947,5.416,2.708,2.708,934.74308,2208.54235,1.53779,6.03965,0.06987,6.7,13.4,9.8,3.8,949.27004,2198.20618,1.71419,6.05837,-0.12529,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
8.999999999999984,939.0945320958721,2160.3283539348563,1.6873100983703335,5.235805177846883,-0.9061943139381039,6.7,13.4,9.8,3.8,919.07935,2211.19656,5.1935,4.68293,-0.3352,1.947,5.416,2.708,2.708,934.75503,2209.00329,1.5403,6.04614,0.05952,6.7,13.4,9.8,3.8,949.1954,2198.7938,1.72271,5.92591,-0.13469,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
9.099999999999984,939.0336656883505,2160.8483845484157,1.6871340911778727,5.148125818941279,-0.8767935890560428,6.7,13.4,9.8,3.8,919.30187,2210.7839,5.22186,4.69004,-0.30439,1.947,5.416,2.708,2.708,934.77146,2209.65688,1.54357,6.05234,0.04873,6.7,13.4,9.8,3.8,949.1031,2199.36999,1.732,5.83773,-0.12071,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
9.199999999999983,938.9739085535602,2161.35971719877,1.6869413341762498,5.067603983665373,-0.805218352759052,6.7,13.4,9.8,3.8,919.54738,2210.38288,5.24628,4.70384,-0.26657,1.947,5.416,2.708,2.708,934.78034,2210.20532,1.54617,6.0583,0.04287,6.7,13.4,9.8,3.8,948.99162,2199.94954,1.73405,5.904,-0.10246,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
9.299999999999983,938.9151831025252,2161.863063424298,1.6867327297993848,4.989579524386769,-0.7802445927860433,6.7,13.4,9.8,3.8,919.80316,2209.99395,5.26771,4.65683,-0.23048,1.947,5.416,2.708,2.708,934.78733,2210.94138,1.54998,6.05817,0.04373,6.7,13.4,9.8,3.8,948.89555,2200.5262,1.74411,5.84848,-0.10491,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
9.399999999999983,938.8574652154055,2162.358671821935,1.6865090187227556,4.917941793629547,-0.7163773075722222,6.7,13.4,9.8,3.8,920.05206,2209.60234,5.29709,4.64214,-0.20372,1.947,5.416,2.708,2.708,934.78581,2211.60279,1.55395,6.05075,0.04688,6.7,13.4,9.8,3.8,948.80595,2201.1023,1.76029,5.83256,-0.11614,1.947,5.416,2.708,2.708,905.94871,2298.38119,5.02636,7.27404,-0.01862,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.499999999999982,938.8006852936849,2162.847177252145,1.6862710139813897,4.850164520539778,-0.6777727308976909,6.7,13.4,9.8,3.8,920.31071,2209.21137,5.32248,4.68978,-0.17331,1.947,5.416,2.708,2.708,934.79032,2212.28476,1.55855,6.03736,0.05008,6.7,13.4,9.8,3.8,948.71024,2201.68653,1.76964,5.92254,-0.1173,1.947,5.416,2.708,2.708,906.11511,2297.86838,5.0233,7.27095,-0.01597,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.599999999999982,938.744802557905,2163.3289635933843,1.686019313970019,4.787858932738008,-0.6230558780176976,6.7,13.4,9.8,3.8,920.59274,2208.83681,5.34499,4.69055,-0.14995,1.947,5.416,2.708,2.708,934.78899,2212.63294,1.56115,6.01964,0.05171,6.7,13.4,9.8,3.8,948.57942,2202.26088,1.7788,5.89287,-0.11407,1.947,5.416,2.708,2.708,906.37099,2297.07419,5.0182,7.26718,-0.01389,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.699999999999982,938.6897574056486,2163.8045747400274,1.6857546670065922,4.726906011728245,-0.6095292100976315,6.7,13.4,9.8,3.8,920.8846,2208.47155,5.37163,4.67746,-0.1304,1.947,5.416,2.708,2.708,934.78495,2213.26618,1.56614,6.00968,0.0491,6.7,13.4,9.8,3.8,948.44153,2202.82472,1.78602,5.80691,-0.12136,1.947,5.416,2.708,2.708,906.59216,2296.38727,5.01366,7.26539,-0.00525,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.799999999999981,938.6355372866955,2164.274145377033,1.6854777126111398,4.669274321462655,-0.5763169026558976,6.7,13.4,9.8,3.8,921.18379,2208.11179,5.39837,4.68117,-0.10829,1.947,5.416,2.708,2.708,934.78084,2213.91079,1.57227,6.01051,0.04712,6.7,13.4,9.8,3.8,948.30953,2203.39613,1.80289,5.86691,-0.12621,1.947,5.416,2.708,2.708,906.82663,2295.63774,5.009,7.26182,-0.00048,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.89999999999998,938.5821066999002,2164.7380057000673,1.6851945998115294,4.615008213518748,-0.5426610794390689,6.7,13.4,9.8,3.8,921.50053,2207.76789,5.42797,4.67734,-0.08086,1.947,5.416,2.708,2.708,934.77474,2214.60644,1.57946,6.02272,0.05179,6.7,13.4,9.8,3.8,948.17412,2203.96579,1.81973,5.85777,-0.13226,1.947,5.416,2.708,2.708,906.98962,2295.08976,5.00589,7.26489,0.00035,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
9.99999999999998,938.5294268817747,2165.196489990824,1.6849000740763418,4.660742105574841,0.45733892056093106,6.7,13.4,9.8,3.8,921.81627,2207.42966,5.45449,4.62888,-0.06133,1.947,5.416,2.708,2.708,934.75936,2215.30316,1.58731,6.03972,0.05289,6.7,13.4,9.8,3.8,948.02478,2204.5227,1.83416,5.76799,-0.16051,1.947,5.416,2.708,2.708,907.21414,2294.35082,5.0018,7.27445,-0.00479,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.09999999999998,938.4763613921373,2165.659533426752,1.6845832575769817,4.76073996028913,0.999978547142892,6.7,13.4,9.8,3.8,922.13531,2207.09067,5.48059,4.6571,-0.04686,1.947,5.416,2.708,2.708,934.74889,2215.86614,1.59436,6.06463,0.04831,6.7,13.4,9.8,3.8,947.86521,2205.07153,1.85128,5.71792,-0.18958,1.947,5.416,2.708,2.708,907.39711,2293.73333,4.99859,7.28929,-0.00509,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.19999999999998,938.4223072138426,2166.1325287708137,1.6842414679161637,4.860737782456293,0.9999782216716268,6.7,13.4,9.8,3.8,922.46047,2206.75595,5.50534,4.66835,-0.03368,1.947,5.416,2.708,2.708,934.72689,2216.43118,1.6023,6.08281,0.03233,6.7,13.4,9.8,3.8,947.70526,2205.62086,1.86857,5.72371,-0.20294,1.947,5.416,2.708,2.708,907.64018,2292.91894,4.99474,7.29823,-0.00397,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.29999999999998,938.3672827086577,2166.6154780660063,1.6838752591172543,4.960735571831301,0.9999778937500837,6.7,13.4,9.8,3.8,922.80544,2206.43502,5.52624,4.71361,-0.022,1.947,5.416,2.708,2.708,934.69529,2217.17178,1.61271,6.09717,0.01547,6.7,13.4,9.8,3.8,947.52826,2206.16048,1.88592,5.68154,-0.22057,1.947,5.416,2.708,2.708,907.78856,2292.40439,4.99227,7.30643,-0.00802,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.399999999999979,938.3113067113919,2167.1083833934945,1.6834850078929007,5.060733328169127,0.999977563378266,6.7,13.4,9.8,3.8,923.16501,2206.13458,5.54922,4.68777,-0.0095,1.947,5.416,2.708,2.708,934.67724,2217.62265,1.61886,6.10423,0.00148,6.7,13.4,9.8,3.8,947.34453,2206.6849,1.91125,5.55881,-0.24339,1.947,5.416,2.708,2.708,908.03397,2291.5596,4.98892,7.31554,-0.01282,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.499999999999979,938.2543985972034,2167.611246878675,1.6830685077257292,5.160731051224745,0.9999772305561769,6.7,13.4,9.8,3.8,923.53403,2205.84524,5.57551,4.69116,0.01227,1.947,5.416,2.708,2.708,934.62936,2218.30152,1.62789,6.09912,-0.00861,6.7,13.4,9.8,3.8,947.14636,2207.20733,1.93189,5.58976,-0.26483,1.947,5.416,2.708,2.708,908.23442,2290.86391,4.98655,7.32416,-0.02148,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.599999999999978,938.1965795915444,2168.124070837179,1.6826296972939143,5.260728740753127,0.9999768952838198,6.7,13.4,9.8,3.8,923.89196,2205.54092,5.59675,4.70014,0.02228,1.947,5.416,2.708,2.708,934.58299,2218.87262,1.63579,6.08698,-0.01766,6.7,13.4,9.8,3.8,946.9437,2207.73251,1.9498,5.6315,-0.27913,1.947,5.416,2.708,2.708,908.43423,2290.17094,4.98472,7.3284,-0.02928,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.699999999999978,938.1378696456815,2168.6468574199203,1.6821691015659619,5.360726396509246,0.9999765575611979,6.7,13.4,9.8,3.8,924.2523,2205.23837,5.61596,4.70691,0.01429,1.947,5.416,2.708,2.708,934.51265,2219.58837,1.64632,6.06903,-0.02449,6.7,13.4,9.8,3.8,946.72444,2208.24453,1.97424,5.57213,-0.29015,1.947,5.416,2.708,2.708,908.60431,2289.57045,4.98298,7.33202,-0.02655,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.799999999999978,938.0782890986105,2169.1796088003907,1.681685631088959,5.460724018248078,0.9999762173883143,6.7,13.4,9.8,3.8,924.62743,2204.95096,5.63867,4.7277,0.00352,1.947,5.416,2.708,2.708,934.46599,2220.04745,1.65313,6.0462,-0.0321,6.7,13.4,9.8,3.8,946.49139,2208.74418,1.99772,5.51547,-0.29217,1.947,5.416,2.708,2.708,908.80378,2288.84182,4.98067,7.33015,-0.01731,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.899999999999977,938.0178595325079,2169.7223272684523,1.6811816451563557,5.560721605724595,0.9999758747651726,6.7,13.4,9.8,3.8,925.01562,2204.67311,5.65738,4.77572,-0.00202,1.947,5.416,2.708,2.708,934.39671,2220.72269,1.66372,6.03101,-0.03094,6.7,13.4,9.8,3.8,946.24961,2209.23127,2.02363,5.44032,-0.27795,1.947,5.416,2.708,2.708,908.98607,2288.18651,4.97902,7.31294,-0.01232,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
10.999999999999977,937.9566019102962,2170.2750150207003,1.6806570669820817,5.660719158693772,0.9999755296917758,6.7,13.4,9.8,3.8,925.40531,2204.41576,5.68154,4.67183,-0.00074,1.947,5.416,2.708,2.708,934.33782,2221.29461,1.67361,6.01683,-0.02985,6.7,13.4,9.8,3.8,945.99505,2209.71105,2.0474,5.43348,-0.26855,1.947,5.416,2.708,2.708,909.14783,2287.59258,4.97734,7.2952,-0.01228,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.099999999999977,937.8945378524445,2170.8376743018457,1.6801135083079493,5.760716676910585,0.9999751821681269,6.7,13.4,9.8,3.8,925.80163,2204.18868,5.7006,4.56953,0.00389,1.947,5.416,2.708,2.708,934.25119,2222.05881,1.68787,6.00302,-0.01801,6.7,13.4,9.8,3.8,945.75282,2210.19651,2.07113,5.42753,-0.27482,1.947,5.416,2.708,2.708,909.38029,2286.73768,4.97483,7.28002,-0.00979,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.199999999999976,937.8316886733184,2171.410307296878,1.679551485086525,5.860714160130008,0.9999748321942262,6.7,13.4,9.8,3.8,926.19875,2203.94573,5.72016,4.65729,0.0005,1.947,5.416,2.708,2.708,934.19862,2222.53893,1.69728,5.98538,-0.00675,6.7,13.4,9.8,3.8,945.50737,2210.68262,2.09929,5.44779,-0.27755,1.947,5.416,2.708,2.708,909.58023,2286.00556,4.97231,7.27585,-0.00088,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.299999999999976,937.7680759554784,2171.9929161938203,1.6789716125611909,5.9607116081070135,0.9999744797700602,6.7,13.4,9.8,3.8,926.59392,2203.69472,5.74056,4.68347,-0.00207,1.947,5.416,2.708,2.708,934.11818,2223.19597,1.70974,5.96438,0.00614,6.7,13.4,9.8,3.8,945.22283,2211.14609,2.1244,5.44044,-0.26574,1.947,5.416,2.708,2.708,909.7654,2285.32018,4.97049,7.26362,0.00373,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.399999999999975,937.703721470427,2172.585503173937,1.6783753251136113,6.060709020596568,0.9999741248955424,6.7,13.4,9.8,3.8,927.00225,2203.45734,5.75782,4.72507,-0.01725,1.947,5.416,2.708,2.708,934.01899,2223.81941,1.7206,5.92438,0.01658,6.7,13.4,9.8,3.8,944.9119,2211.58358,2.15176,5.36937,-0.23608,1.947,5.416,2.708,2.708,909.96253,2284.59331,4.96857,7.26278,0.00399,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.499999999999975,937.6386466606352,2173.188070354801,1.67776377790363,6.160706397353589,0.9999737675702111,6.7,13.4,9.8,3.8,927.41411,2203.22343,5.77094,4.73835,-0.03665,1.947,5.416,2.708,2.708,933.93913,2224.29077,1.729,5.89034,0.02359,6.7,13.4,9.8,3.8,944.60142,2212.01163,2.17831,5.29,-0.2049,1.947,5.416,2.708,2.708,910.10535,2284.04316,4.96643,7.25726,0.00067,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.599999999999975,937.5728727534719,2173.8006198028297,1.6771380631242632,6.16070377411061,-2.623242978894158e-05,6.7,13.4,9.8,3.8,927.82561,2203.00553,5.78564,4.65831,-0.0267,1.947,5.416,2.708,2.708,933.83631,2224.85438,1.73902,5.85793,0.02214,6.7,13.4,9.8,3.8,944.29211,2212.44486,2.20397,5.32527,-0.18268,1.947,5.416,2.708,2.708,910.30084,2283.28331,4.96384,7.25569,-0.0028,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.699999999999974,937.5074821682456,2174.413210025807,1.676507594006736,6.060701150867631,-1.0000262324297888,6.7,13.4,9.8,3.8,928.25131,2202.8026,5.80016,4.71793,-0.01524,1.947,5.416,2.708,2.708,933.70219,2225.59853,1.75246,5.84603,0.01774,6.7,13.4,9.8,3.8,943.9804,2212.88435,2.23391,5.39023,-0.16279,1.947,5.416,2.708,2.708,910.47565,2282.60951,4.96215,7.23805,-0.01211,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.799999999999974,937.4435329878082,2175.0158969152635,1.6758811860419842,5.860698527624653,-2.000026232429789,6.7,13.4,9.8,3.8,928.66815,2202.5993,5.81239,4.63947,-0.01939,1.947,5.416,2.708,2.708,933.60476,2226.14516,1.76224,5.84173,0.00274,6.7,13.4,9.8,3.8,943.64958,2213.3153,2.26588,5.43496,-0.1458,1.947,5.416,2.708,2.708,910.62383,2282.04404,4.96094,7.23436,-0.0149,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.899999999999974,937.3820592064828,2175.5987338105665,1.675267884770357,5.5606959043816735,-3.000026232429789,6.7,13.4,9.8,3.8,929.07214,2202.39369,5.82227,4.53489,-0.04188,1.947,5.416,2.708,2.708,933.4622,2226.88266,1.77478,5.85494,-0.01184,6.7,13.4,9.8,3.8,943.29348,2213.72011,2.28743,5.39384,-0.12963,1.947,5.416,2.708,2.708,910.84794,2281.16614,4.95735,7.22992,-0.02041,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
11.999999999999973,937.3240713673378,2176.1517716030557,1.6746789143475567,5.160693281138695,-4.000026232429789,6.7,13.4,9.8,3.8,929.49745,2202.19087,5.82817,4.71394,-0.06841,1.947,5.416,2.708,2.708,933.36012,2227.38241,1.78256,5.87262,-0.03471,6.7,13.4,9.8,3.8,942.92851,2214.10742,2.31349,5.32387,-0.10711,1.947,5.416,2.708,2.708,911.02262,2280.46336,4.95479,7.2292,-0.0233,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
12.099999999999973,937.2705571221462,2176.6650588296466,1.6741238251916588,4.6606906578957155,-5.000026232429789,6.7,13.4,9.8,3.8,929.92089,2201.98719,5.83342,4.7008,-0.0771,1.947,5.416,2.708,2.708,933.22145,2228.0281,1.79105,5.89094,-0.05838,6.7,13.4,9.8,3.8,942.56175,2214.50069,2.34119,5.37957,-0.08764,1.947,5.416,2.708,2.708,911.18774,2279.82591,4.95234,7.21101,-0.03119,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
12.199999999999973,937.2224850190456,2177.128642098315,1.6736128345718262,4.0606880346527365,-6.000026232429789,6.7,13.4,9.8,3.8,930.33158,2201.78456,5.83919,4.58148,-0.06786,1.947,5.416,2.708,2.708,933.08145,2228.63832,1.79765,5.89232,-0.09355,6.7,13.4,9.8,3.8,942.18262,2214.88104,2.37027,5.37242,-0.083,1.947,5.416,2.708,2.708,911.3894,2279.01225,4.9484,7.20335,-0.02724,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
12.299999999999972,937.1808079630725,2177.532566467663,1.6731571035966408,3.3606854114097575,-7.000026232429789,6.7,13.4,9.8,3.8,930.7447,2201.60404,5.84069,4.51004,-0.04356,1.947,5.416,2.708,2.708,932.97934,2229.10415,1.80202,5.8898,-0.12863,6.7,13.4,9.8,3.8,941.79605,2215.24634,2.40089,5.32091,-0.09361,1.947,5.416,2.708,2.708,911.52084,2278.49893,4.94576,7.19053,-0.01937,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
12.399999999999972,937.1464677674038,2177.8668759280527,1.6727675752190754,2.5606827881667784,-8.00002623242979,6.7,13.4,9.8,3.8,931.15881,2201.41793,5.84391,4.54185,-0.0147,1.947,5.416,2.708,2.708,932.83332,2229.75098,1.80653,5.88534,-0.16191,6.7,13.4,9.8,3.8,941.3988,2215.59995,2.42822,5.32044,-0.1014,1.947,5.416,2.708,2.708,911.70396,2277.74322,4.94174,7.17928,-0.01174,6.7,13.4,9.8,3.8,,,,,,,,,,-1.0
