,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,end
9.99999999999998,935.119,2192.7299,1.6265,8.0,0.0,6.7,13.4,9.8,3.8,912.2658,2258.9457,4.8852,4.8709,-0.0721,1.947,5.416,2.708,2.708,945.8944,2125.8298,1.8208,5.0994,0.0391,1.947,5.416,2.708,2.708,-1.0
10.09999999999998,935.0745,2193.5287,1.6263,8.0,0.0,6.7,13.4,9.8,3.8,912.3537,2258.465,4.8848,4.8879,-0.0559,1.947,5.416,2.708,2.708,945.7706,2126.3273,1.8202,5.1287,0.04,1.947,5.416,2.708,2.708,-1.0
10.19999999999998,935.0301,2194.3275,1.6262,8.0,0.0,6.7,13.4,9.8,3.8,912.4421,2257.9834,4.8876,4.8986,-0.0313,1.947,5.416,2.708,2.708,945.6437,2126.8137,1.8204,5.0285,0.047,1.947,5.416,2.708,2.708,-1.0
10.29999999999998,934.9858,2195.1262,1.6262,8.0,0.0,6.7,13.4,9.8,3.8,912.5243,2257.496,4.8791,4.9447,0.0022,1.947,5.416,2.708,2.708,945.5232,2127.3044,1.8198,5.0552,0.0418,1.947,5.416,2.708,2.708,-1.0
10.399999999999979,934.9415,2195.925,1.6262,8.0,0.0,6.7,13.4,9.8,3.8,912.6025,2257.0141,4.8821,4.8846,0.0329,1.947,5.416,2.708,2.708,945.412,2127.8017,1.8197,5.097,0.0365,1.947,5.416,2.708,2.708,-1.0
10.499999999999979,934.8972,2196.7238,1.6264,8.0,0.0,6.7,13.4,9.8,3.8,912.6608,2256.5136,4.8791,5.0406,0.079,1.947,5.416,2.708,2.708,945.2925,2128.3068,1.8237,5.1929,0.0423,1.947,5.416,2.708,2.708,-1.0
10.599999999999978,934.8527,2197.5225,1.6267,8.0,0.0,6.7,13.4,9.8,3.8,912.7328,2256.0127,4.8778,5.0625,0.1331,1.947,5.416,2.708,2.708,945.1612,2128.8101,1.8196,5.2035,0.044,1.947,5.416,2.708,2.708,-1.0
10.699999999999978,934.8079,2198.3213,1.6272,8.0,0.0,6.7,13.4,9.8,3.8,912.8208,2255.5082,4.8724,5.1235,0.1833,1.947,5.416,2.708,2.708,945.0202,2129.3008,1.8213,5.1075,0.0569,1.947,5.416,2.708,2.708,-1.0
10.799999999999978,934.7629,2199.12,1.6278,8.0,0.0,6.7,13.4,9.8,3.8,912.9185,2255.0124,4.8768,5.0559,0.2254,1.947,5.416,2.708,2.708,944.889,2129.7954,1.8213,5.1194,0.0625,1.947,5.416,2.708,2.708,-1.0
10.899999999999977,934.7173,2199.9187,1.6285,8.0,0.0,6.7,13.4,9.8,3.8,913.0015,2254.498,4.8708,5.212,0.272,1.947,5.416,2.708,2.708,944.7811,2130.3049,1.8204,5.2099,0.0597,1.947,5.416,2.708,2.708,-1.0
10.999999999999977,934.6712,2200.7174,1.6294,8.0,0.0,6.7,13.4,9.8,3.8,913.0718,2253.9748,4.8659,5.2818,0.3075,1.947,5.416,2.708,2.708,944.6652,2130.8074,1.8222,5.1592,0.0476,1.947,5.416,2.708,2.708,-1.0
11.099999999999977,934.6243,2201.516,1.6305,8.0,0.0,6.7,13.4,9.8,3.8,913.1308,2253.4513,4.8656,5.2698,0.3361,1.947,5.416,2.708,2.708,944.5442,2131.3113,1.8204,5.1842,0.0344,1.947,5.416,2.708,2.708,-1.0
11.199999999999976,934.5765,2202.3146,1.6318,8.0,0.0,6.7,13.4,9.8,3.8,913.1896,2252.9248,4.8649,5.2999,0.3589,1.947,5.416,2.708,2.708,944.4253,2131.8076,1.8174,5.1048,0.0265,1.947,5.416,2.708,2.708,-1.0
11.299999999999976,934.5277,2203.1131,1.6332,8.0,0.0,6.7,13.4,9.8,3.8,913.2659,2252.395,4.8614,5.3547,0.4009,1.947,5.416,2.708,2.708,944.2802,2132.2966,1.8169,5.1036,0.0115,1.947,5.416,2.708,2.708,-1.0
11.399999999999975,934.4779,2203.9115,1.6348,8.0,0.0,6.7,13.4,9.8,3.8,913.3544,2251.8596,4.8551,5.4285,0.4385,1.947,5.416,2.708,2.708,944.1437,2132.7922,1.8217,5.1423,-0.0129,1.947,5.416,2.708,2.708,-1.0
11.499999999999975,934.4267,2204.7099,1.6365,8.0,0.0,6.7,13.4,9.8,3.8,913.4293,2251.3187,4.8555,5.4628,0.4724,1.947,5.416,2.708,2.708,944.0234,2133.2949,1.8223,5.171,-0.037,1.947,5.416,2.708,2.708,-1.0
11.599999999999975,934.3742,2205.5082,1.6383,8.0,0.0,6.7,13.4,9.8,3.8,913.4924,2250.7703,4.8558,5.5226,0.5091,1.947,5.416,2.708,2.708,943.9138,2133.7947,1.8234,5.1191,-0.0709,1.947,5.416,2.708,2.708,-1.0
11.699999999999974,934.3202,2206.3064,1.6403,8.0,0.0,6.7,13.4,9.8,3.8,913.5562,2250.2057,4.8518,5.6844,0.5498,1.947,5.416,2.708,2.708,943.7962,2134.2839,1.8214,5.0328,-0.0869,1.947,5.416,2.708,2.708,-1.0
11.799999999999974,934.2646,2207.1044,1.6424,8.0,0.0,6.7,13.4,9.8,3.8,913.624,2249.6344,4.8502,5.7553,0.5889,1.947,5.416,2.708,2.708,943.6853,2134.7764,1.8199,5.0508,-0.0864,1.947,5.416,2.708,2.708,-1.0
11.899999999999974,934.2074,2207.9024,1.6446,8.0,0.0,6.7,13.4,9.8,3.8,913.7006,2249.0555,4.8468,5.8416,0.6229,1.947,5.416,2.708,2.708,943.5646,2135.2635,1.823,5.0202,-0.0847,1.947,5.416,2.708,2.708,-1.0
11.999999999999973,934.1484,2208.7002,1.647,8.0,0.0,6.7,13.4,9.8,3.8,913.7778,2248.4705,4.8447,5.9029,0.6589,1.947,5.416,2.708,2.708,943.4404,2135.7403,1.826,4.9281,-0.0964,1.947,5.416,2.708,2.708,-1.0
12.099999999999973,934.0875,2209.4979,1.6494,8.0,0.0,6.7,13.4,9.8,3.8,913.8536,2247.8763,4.8391,5.9924,0.6936,1.947,5.416,2.708,2.708,943.3096,2136.226,1.8265,5.0318,-0.1082,1.947,5.416,2.708,2.708,-1.0
12.199999999999973,934.0247,2210.2954,1.6519,8.0,0.0,6.7,13.4,9.8,3.8,913.9233,2247.2755,4.8369,6.0512,0.7206,1.947,5.416,2.708,2.708,943.1728,2136.7168,1.825,5.0972,-0.1121,1.947,5.416,2.708,2.708,-1.0
12.299999999999972,933.9598,2211.0928,1.6545,8.0,0.0,6.7,13.4,9.8,3.8,913.9896,2246.6675,4.834,6.1183,0.7436,1.947,5.416,2.708,2.708,943.0494,2137.2092,1.8242,5.0789,-0.1139,1.947,5.416,2.708,2.708,-1.0
12.399999999999972,933.8929,2211.89,1.6572,8.0,0.0,6.7,13.4,9.8,3.8,914.0544,2246.0487,4.8311,6.2243,0.7493,1.947,5.416,2.708,2.708,942.9312,2137.6923,1.8261,4.9758,-0.1248,1.947,5.416,2.708,2.708,-1.0
12.499999999999972,933.8239,2212.687,1.6599,8.0,0.0,6.7,13.4,9.8,3.8,914.1374,2245.425,4.8299,6.2946,0.7502,1.947,5.416,2.708,2.708,942.8188,2138.1762,1.8297,4.9691,-0.1316,1.947,5.416,2.708,2.708,-1.0
12.599999999999971,933.7527,2213.4838,1.6627,8.0,0.0,6.7,13.4,9.8,3.8,914.2174,2244.787,4.8274,6.4207,0.7586,1.947,5.416,2.708,2.708,942.6883,2138.6533,1.827,4.9481,-0.153,1.947,5.416,2.708,2.708,-1.0
12.69999999999997,933.6792,2214.2804,1.6656,8.0,0.0,6.7,13.4,9.8,3.8,914.2847,2244.1398,4.8231,6.5093,0.7657,1.947,5.416,2.708,2.708,942.5758,2139.1349,1.829,4.9485,-0.1715,1.947,5.416,2.708,2.708,-1.0
12.79999999999997,933.6035,2215.0768,1.6685,8.0,0.0,6.7,13.4,9.8,3.8,914.3499,2243.4965,4.823,6.4684,0.7648,1.947,5.416,2.708,2.708,942.458,2139.6024,1.8283,4.8219,-0.1854,1.947,5.416,2.708,2.708,-1.0
12.89999999999997,933.5254,2215.873,1.6715,8.0,0.0,6.7,13.4,9.8,3.8,914.4058,2242.843,4.8178,6.5611,0.7578,1.947,5.416,2.708,2.708,942.3256,2140.0631,1.8288,4.7956,-0.188,1.947,5.416,2.708,2.708,-1.0
12.99999999999997,933.445,2216.669,1.6745,8.0,0.0,6.7,13.4,9.8,3.8,914.4694,2242.1718,4.8114,6.745,0.7455,1.947,5.416,2.708,2.708,942.2122,2140.5229,1.8338,4.7386,-0.1908,1.947,5.416,2.708,2.708,-1.0
13.09999999999997,933.3622,2217.4647,1.6775,8.0,0.0,6.7,13.4,9.8,3.8,914.5309,2241.4983,4.8089,6.7659,0.7239,1.947,5.416,2.708,2.708,942.1028,2140.9975,1.8321,4.8724,-0.2004,1.947,5.416,2.708,2.708,-1.0
13.199999999999969,933.277,2218.2601,1.6806,8.0,0.0,6.7,13.4,9.8,3.8,914.591,2240.8244,4.8054,6.7683,0.6997,1.947,5.416,2.708,2.708,941.9863,2141.4702,1.832,4.8694,-0.2143,1.947,5.416,2.708,2.708,-1.0
13.299999999999969,933.1893,2219.0553,1.6837,8.0,0.0,6.7,13.4,9.8,3.8,914.6518,2240.1423,4.8027,6.8502,0.6881,1.947,5.416,2.708,2.708,941.865,2141.9388,1.8319,4.843,-0.2112,1.947,5.416,2.708,2.708,-1.0
13.399999999999968,933.0992,2219.8502,1.6868,8.0,0.0,6.7,13.4,9.8,3.8,914.7015,2239.4555,4.8008,6.8886,0.6761,1.947,5.416,2.708,2.708,941.7503,2142.4031,1.8366,4.7842,-0.1941,1.947,5.416,2.708,2.708,-1.0
13.499999999999968,933.0067,2220.6448,1.6899,8.0,0.0,6.7,13.4,9.8,3.8,914.7548,2238.7642,4.7974,6.9367,0.6392,1.947,5.416,2.708,2.708,941.6342,2142.858,1.8383,4.6969,-0.1715,1.947,5.416,2.708,2.708,-1.0
13.599999999999968,932.9116,2221.4392,1.693,8.0,0.0,6.7,13.4,9.8,3.8,914.809,2238.0645,4.7937,7.0204,0.5898,1.947,5.416,2.708,2.708,941.5148,2143.3099,1.8392,4.6756,-0.1735,1.947,5.416,2.708,2.708,-1.0
13.699999999999967,932.8141,2222.2332,1.6961,8.0,0.0,6.7,13.4,9.8,3.8,914.8618,2237.3577,4.7916,7.0901,0.5374,1.947,5.416,2.708,2.708,941.4051,2143.7685,1.8412,4.7173,-0.1851,1.947,5.416,2.708,2.708,-1.0
13.799999999999967,932.7141,2223.0269,1.6992,8.0,0.0,6.7,13.4,9.8,3.8,914.9093,2236.6481,4.7862,7.1144,0.4753,1.947,5.416,2.708,2.708,941.282,2144.2276,1.8403,4.7558,-0.1971,1.947,5.416,2.708,2.708,-1.0
13.899999999999967,932.6117,2223.8203,1.7023,8.0,0.0,6.7,13.4,9.8,3.8,914.9635,2235.9454,4.7861,7.0507,0.4145,1.947,5.416,2.708,2.708,941.1576,2144.6815,1.8424,4.708,-0.2007,1.947,5.416,2.708,2.708,-1.0
13.999999999999966,932.5067,2224.6134,1.7054,8.0,0.0,6.7,13.4,9.8,3.8,915.0146,2235.2451,4.7817,7.0252,0.3427,1.947,5.416,2.708,2.708,941.0452,2145.1278,1.8456,4.6039,-0.1944,1.947,5.416,2.708,2.708,-1.0
14.099999999999966,932.3994,2225.4062,1.7085,8.0,0.0,6.7,13.4,9.8,3.8,915.0591,2234.5461,4.7824,7.0067,0.2566,1.947,5.416,2.708,2.708,940.9224,2145.5719,1.8479,4.6096,-0.1876,1.947,5.416,2.708,2.708,-1.0
14.199999999999966,932.2895,2226.1986,1.7116,8.0,0.0,6.7,13.4,9.8,3.8,915.0982,2233.8514,4.7838,6.9611,0.1608,1.947,5.416,2.708,2.708,940.8011,2146.0166,1.8507,4.6112,-0.1825,1.947,5.416,2.708,2.708,-1.0
14.299999999999965,932.1772,2226.9907,1.7147,8.0,0.0,6.7,13.4,9.8,3.8,915.1378,2233.153,4.7816,6.9978,0.0634,1.947,5.416,2.708,2.708,940.6825,2146.4632,1.8505,4.6231,-0.1852,1.947,5.416,2.708,2.708,-1.0
14.399999999999965,932.0625,2227.7824,1.7177,8.0,0.0,6.7,13.4,9.8,3.8,915.1811,2232.4667,4.7822,6.8793,-0.0199,1.947,5.416,2.708,2.708,940.5625,2146.9063,1.8539,4.5923,-0.1828,1.947,5.416,2.708,2.708,-1.0
14.499999999999964,931.9455,2228.5738,1.7207,8.0,0.0,6.7,13.4,9.8,3.8,915.2238,2231.7875,4.7815,6.809,-0.09,1.947,5.416,2.708,2.708,940.4348,2147.3416,1.8542,4.5383,-0.1665,1.947,5.416,2.708,2.708,-1.0
14.599999999999964,931.826,2229.3648,1.7237,8.0,0.0,6.7,13.4,9.8,3.8,915.2701,2231.1124,4.7862,6.7688,-0.152,1.947,5.416,2.708,2.708,940.3049,2147.7795,1.8505,4.5688,-0.1532,1.947,5.416,2.708,2.708,-1.0
14.699999999999964,931.7042,2230.1555,1.7266,8.0,0.0,6.7,13.4,9.8,3.8,915.3124,2230.4408,4.7883,6.7324,-0.2018,1.947,5.416,2.708,2.708,940.1862,2148.2179,1.8542,4.5437,-0.1482,1.947,5.416,2.708,2.708,-1.0
14.799999999999963,931.5801,2230.9458,1.7295,8.0,0.0,6.7,13.4,9.8,3.8,915.3587,2229.7703,4.7924,6.7231,-0.2464,1.947,5.416,2.708,2.708,940.062,2148.6581,1.851,4.5761,-0.1419,1.947,5.416,2.708,2.708,-1.0
14.899999999999963,931.4536,2231.7358,1.7324,8.0,0.0,6.7,13.4,9.8,3.8,915.4018,2229.1032,4.7952,6.6885,-0.2755,1.947,5.416,2.708,2.708,939.9282,2149.0965,1.8477,4.5855,-0.1299,1.947,5.416,2.708,2.708,-1.0
14.999999999999963,931.3249,2232.5253,1.7352,8.0,0.0,6.7,13.4,9.8,3.8,915.4556,2228.4427,4.799,6.6289,-0.2908,1.947,5.416,2.708,2.708,939.8048,2149.5309,1.8485,4.5179,-0.1102,1.947,5.416,2.708,2.708,-1.0
15.099999999999962,931.194,2233.3146,1.738,8.0,0.0,6.7,13.4,9.8,3.8,915.5152,2227.7846,4.807,6.6111,-0.2961,1.947,5.416,2.708,2.708,939.6781,2149.9589,1.8457,4.465,-0.0967,1.947,5.416,2.708,2.708,-1.0
15.199999999999962,931.0609,2234.1034,1.7407,8.0,0.0,6.7,13.4,9.8,3.8,915.5744,2227.1276,4.8133,6.5993,-0.3014,1.947,5.416,2.708,2.708,939.565,2150.3972,1.8446,4.5286,-0.0895,1.947,5.416,2.708,2.708,-1.0
15.299999999999962,930.9256,2234.8919,1.7434,8.0,0.0,6.7,13.4,9.8,3.8,915.6449,2226.4749,4.8218,6.5678,-0.3127,1.947,5.416,2.708,2.708,939.4563,2150.8391,1.8442,4.553,-0.0927,1.947,5.416,2.708,2.708,-1.0
15.399999999999961,930.7882,2235.68,1.7461,8.0,0.0,6.7,13.4,9.8,3.8,915.7196,2225.8256,4.83,6.5379,-0.3099,1.947,5.416,2.708,2.708,939.341,2151.28,1.8419,4.5584,-0.0922,1.947,5.416,2.708,2.708,-1.0
15.499999999999961,930.6487,2236.4677,1.7487,8.0,0.0,6.7,13.4,9.8,3.8,915.7981,2225.1784,4.8394,6.5218,-0.3004,1.947,5.416,2.708,2.708,939.2186,2151.7145,1.8405,4.5161,-0.0862,1.947,5.416,2.708,2.708,-1.0
15.59999999999996,930.5072,2237.2551,1.7512,8.0,0.0,6.7,13.4,9.8,3.8,915.8751,2224.5396,4.8513,6.4373,-0.3005,1.947,5.416,2.708,2.708,939.1001,2152.1451,1.8337,4.4681,-0.0777,1.947,5.416,2.708,2.708,-1.0
15.69999999999996,930.3636,2238.0421,1.7537,8.0,0.0,6.7,13.4,9.8,3.8,915.9668,2223.9099,4.8651,6.3663,-0.3161,1.947,5.416,2.708,2.708,938.98,2152.5718,1.8337,4.4345,-0.0721,1.947,5.416,2.708,2.708,-1.0
15.79999999999996,930.2181,2238.8288,1.7561,8.0,0.0,6.7,13.4,9.8,3.8,916.0717,2223.2705,4.8714,6.4817,-0.3357,1.947,5.416,2.708,2.708,938.8643,2153.0087,1.8312,4.5208,-0.0729,1.947,5.416,2.708,2.708,-1.0
15.89999999999996,930.0707,2239.6151,1.7585,8.0,0.0,6.7,13.4,9.8,3.8,916.1861,2222.6382,4.8856,6.4284,-0.3535,1.947,5.416,2.708,2.708,938.7548,2153.4439,1.8293,4.4896,-0.0713,1.947,5.416,2.708,2.708,-1.0
15.99999999999996,929.9214,2240.401,1.7609,8.0,0.0,6.7,13.4,9.8,3.8,916.2947,2222.0179,4.9028,6.3001,-0.3656,1.947,5.416,2.708,2.708,938.6536,2153.8764,1.8272,4.4436,-0.0648,1.947,5.416,2.708,2.708,-1.0
16.09999999999996,929.7702,2241.1866,1.7632,8.0,0.0,6.7,13.4,9.8,3.8,916.4095,2221.4121,4.9162,6.18,-0.3655,1.947,5.416,2.708,2.708,938.5379,2154.3086,1.8221,4.4759,-0.0526,1.947,5.416,2.708,2.708,-1.0
16.19999999999996,929.6173,2241.9719,1.7654,8.0,0.0,6.7,13.4,9.8,3.8,916.5357,2220.8093,4.9268,6.1614,-0.354,1.947,5.416,2.708,2.708,938.4296,2154.7408,1.8184,4.4576,-0.0386,1.947,5.416,2.708,2.708,-1.0
16.29999999999996,929.4626,2242.7568,1.7675,8.0,0.0,6.7,13.4,9.8,3.8,916.6845,2220.213,4.9435,6.1486,-0.3553,1.947,5.416,2.708,2.708,938.328,2155.1801,1.8174,4.5112,-0.0334,1.947,5.416,2.708,2.708,-1.0
16.399999999999963,929.3062,2243.5413,1.7697,8.0,0.0,6.7,13.4,9.8,3.8,916.8369,2219.616,4.9568,6.1633,-0.3663,1.947,5.416,2.708,2.708,938.2194,2155.6173,1.8166,4.5067,-0.0283,1.947,5.416,2.708,2.708,-1.0
16.499999999999964,929.1482,2244.3256,1.7717,8.0,0.0,6.7,13.4,9.8,3.8,916.9956,2219.021,4.9703,6.1606,-0.3701,1.947,5.416,2.708,2.708,938.1093,2156.0534,1.8107,4.4992,-0.0168,1.947,5.416,2.708,2.708,-1.0
16.599999999999966,928.9885,2245.1095,1.7737,8.0,0.0,6.7,13.4,9.8,3.8,917.1666,2218.4308,4.9874,6.1471,-0.3592,1.947,5.416,2.708,2.708,938.0032,2156.4875,1.8083,4.47,-0.0069,1.947,5.416,2.708,2.708,-1.0
16.699999999999967,928.8273,2245.8931,1.7756,8.0,0.0,6.7,13.4,9.8,3.8,917.3417,2217.8466,5.0055,6.1014,-0.3388,1.947,5.416,2.708,2.708,937.9062,2156.9242,1.8046,4.476,0.011,1.947,5.416,2.708,2.708,-1.0
16.79999999999997,928.6646,2246.6763,1.7775,8.0,0.0,6.7,13.4,9.8,3.8,917.5155,2217.2716,5.0265,6.0088,-0.3157,1.947,5.416,2.708,2.708,937.8042,2157.361,1.8031,4.4871,0.0258,1.947,5.416,2.708,2.708,-1.0
16.89999999999997,928.5004,2247.4593,1.7793,8.0,0.0,6.7,13.4,9.8,3.8,917.705,2216.7046,5.0419,5.9809,-0.2994,1.947,5.416,2.708,2.708,937.7131,2157.8022,1.802,4.5066,0.0313,1.947,5.416,2.708,2.708,-1.0
16.99999999999997,928.3348,2248.242,1.7811,8.0,0.0,6.7,13.4,9.8,3.8,917.9113,2216.1449,5.0618,5.968,-0.3036,1.947,5.416,2.708,2.708,937.6272,2158.2443,1.7956,4.5059,0.0353,1.947,5.416,2.708,2.708,-1.0
17.099999999999973,928.1678,2249.0244,1.7828,8.0,0.0,6.7,13.4,9.8,3.8,918.1365,2215.5904,5.0839,5.9869,-0.312,1.947,5.416,2.708,2.708,937.5238,2158.6905,1.791,4.5814,0.0406,1.947,5.416,2.708,2.708,-1.0
17.199999999999974,927.9994,2249.8064,1.7845,8.0,0.0,6.7,13.4,9.8,3.8,918.3661,2215.0388,5.1056,5.9776,-0.3126,1.947,5.416,2.708,2.708,937.4095,2159.1345,1.7893,4.5869,0.0511,1.947,5.416,2.708,2.708,-1.0
17.299999999999976,927.8297,2250.5882,1.7862,8.0,0.0,6.7,13.4,9.8,3.8,918.6076,2214.4966,5.1264,5.9381,-0.3044,1.947,5.416,2.708,2.708,937.3076,2159.5747,1.7893,4.5202,0.066,1.947,5.416,2.708,2.708,-1.0
17.399999999999977,927.6588,2251.3698,1.7878,8.0,0.0,6.7,13.4,9.8,3.8,918.8469,2213.9705,5.1478,5.7817,-0.2921,1.947,5.416,2.708,2.708,937.2124,2160.0186,1.7871,4.5424,0.0782,1.947,5.416,2.708,2.708,-1.0
17.49999999999998,927.4865,2252.151,1.7895,8.0,0.0,6.7,13.4,9.8,3.8,919.1036,2213.4493,5.1696,5.8116,-0.2858,1.947,5.416,2.708,2.708,937.1337,2160.4652,1.7826,4.5356,0.0832,1.947,5.416,2.708,2.708,-1.0
17.59999999999998,927.3129,2252.9319,1.7911,8.0,0.0,6.7,13.4,9.8,3.8,919.3892,2212.9391,5.1911,5.8497,-0.297,1.947,5.416,2.708,2.708,937.045,2160.9154,1.7811,4.5907,0.0786,1.947,5.416,2.708,2.708,-1.0
17.69999999999998,927.1381,2253.7126,1.7928,8.0,0.0,6.7,13.4,9.8,3.8,919.6856,2212.4397,5.2167,5.8094,-0.3165,1.947,5.416,2.708,2.708,936.9577,2161.37,1.7817,4.6312,0.075,1.947,5.416,2.708,2.708,-1.0
17.799999999999983,926.962,2254.493,1.7944,8.0,0.0,6.7,13.4,9.8,3.8,919.9684,2211.9348,5.2467,5.7897,-0.335,1.947,5.416,2.708,2.708,936.8577,2161.8208,1.7762,4.619,0.0814,1.947,5.416,2.708,2.708,-1.0
17.899999999999984,926.7846,2255.2731,1.796,8.0,0.0,6.7,13.4,9.8,3.8,920.2581,2211.4426,5.2711,5.7133,-0.339,1.947,5.416,2.708,2.708,936.76,2162.2674,1.7738,4.5735,0.0906,1.947,5.416,2.708,2.708,-1.0
17.999999999999986,926.6059,2256.0528,1.7977,8.0,0.0,6.7,13.4,9.8,3.8,920.5634,2210.9739,5.2932,5.5956,-0.342,1.947,5.416,2.708,2.708,936.6703,2162.7174,1.7731,4.5901,0.0929,1.947,5.416,2.708,2.708,-1.0
18.099999999999987,926.426,2256.8323,1.7993,8.0,0.0,6.7,13.4,9.8,3.8,920.8851,2210.5194,5.3154,5.5713,-0.3488,1.947,5.416,2.708,2.708,936.5784,2163.1723,1.7714,4.6432,0.0862,1.947,5.416,2.708,2.708,-1.0
18.19999999999999,926.2448,2257.6116,1.8009,8.0,0.0,6.7,13.4,9.8,3.8,921.2315,2210.0849,5.337,5.5583,-0.3597,1.947,5.416,2.708,2.708,936.502,2163.6322,1.7693,4.6641,0.0731,1.947,5.416,2.708,2.708,-1.0
18.29999999999999,926.0624,2258.3905,1.8025,8.0,0.0,6.7,13.4,9.8,3.8,921.574,2209.6522,5.361,5.5209,-0.3752,1.947,5.416,2.708,2.708,936.406,2164.0898,1.7672,4.6771,0.0644,1.947,5.416,2.708,2.708,-1.0
18.39999999999999,925.8787,2259.1691,1.8041,8.0,0.0,6.7,13.4,9.8,3.8,921.9052,2209.2141,5.3894,5.4941,-0.3913,1.947,5.416,2.708,2.708,936.3155,2164.5405,1.7641,4.5991,0.0652,1.947,5.416,2.708,2.708,-1.0
18.499999999999993,925.6937,2259.9474,1.8056,8.0,0.0,6.7,13.4,9.8,3.8,922.244,2208.7825,5.4109,5.4897,-0.3987,1.947,5.416,2.708,2.708,936.2211,2164.9907,1.7626,4.6009,0.0607,1.947,5.416,2.708,2.708,-1.0
18.599999999999994,925.5076,2260.7255,1.8072,8.0,0.0,6.7,13.4,9.8,3.8,922.5961,2208.3707,5.4319,5.4201,-0.3911,1.947,5.416,2.708,2.708,936.138,2165.4441,1.7622,4.612,0.0472,1.947,5.416,2.708,2.708,-1.0
18.699999999999996,925.3203,2261.5032,1.8087,8.0,0.0,6.7,13.4,9.8,3.8,922.9678,2207.9843,5.4542,5.3632,-0.3833,1.947,5.416,2.708,2.708,936.0461,2165.9005,1.7605,4.6569,0.0334,1.947,5.416,2.708,2.708,-1.0
18.799999999999997,925.1318,2262.2807,1.8102,8.0,0.0,6.7,13.4,9.8,3.8,923.3378,2207.6068,5.4777,5.2877,-0.3791,1.947,5.416,2.708,2.708,935.9588,2166.3597,1.7567,4.6763,0.0215,1.947,5.416,2.708,2.708,-1.0
18.9,924.9421,2263.0579,1.8117,8.0,0.0,6.7,13.4,9.8,3.8,923.7033,2207.2315,5.5012,5.2407,-0.3754,1.947,5.416,2.708,2.708,935.8694,2166.8109,1.7534,4.6021,0.011,1.947,5.416,2.708,2.708,-1.0
19.0,924.7512,2263.8348,1.8131,8.0,0.0,6.7,13.4,9.8,3.8,924.0829,2206.8596,5.5241,5.3165,-0.373,1.947,5.416,2.708,2.708,935.7852,2167.2617,1.7508,4.5873,0.0025,1.947,5.416,2.708,2.708,-1.0
19.1,924.5592,2264.6114,1.8146,8.0,0.0,6.7,13.4,9.8,3.8,924.465,2206.5001,5.5515,5.249,-0.3658,1.947,5.416,2.708,2.708,935.7051,2167.7176,1.752,4.6315,-0.0099,1.947,5.416,2.708,2.708,-1.0
19.200000000000003,924.3661,2265.3878,1.816,8.0,0.0,6.7,13.4,9.8,3.8,924.8636,2206.1692,5.5754,5.1826,-0.3662,1.947,5.416,2.708,2.708,935.6262,2168.1759,1.7482,4.652,-0.0216,1.947,5.416,2.708,2.708,-1.0
19.300000000000004,924.1719,2266.1638,1.8174,8.0,0.0,6.7,13.4,9.8,3.8,925.2696,2205.8493,5.5983,5.1707,-0.3537,1.947,5.416,2.708,2.708,935.5571,2168.6273,1.7443,4.5683,-0.0249,1.947,5.416,2.708,2.708,-1.0
19.400000000000006,923.9766,2266.9396,1.8188,8.0,0.0,6.7,13.4,9.8,3.8,925.6813,2205.5388,5.6242,5.1592,-0.3293,1.947,5.416,2.708,2.708,935.4683,2169.0758,1.7395,4.5737,-0.0247,1.947,5.416,2.708,2.708,-1.0
19.500000000000007,923.7803,2267.7152,1.8201,8.0,0.0,6.7,13.4,9.8,3.8,926.0828,2205.2176,5.6559,5.1433,-0.316,1.947,5.416,2.708,2.708,935.3972,2169.5232,1.738,4.5318,-0.0326,1.947,5.416,2.708,2.708,-1.0
19.60000000000001,923.5829,2268.4904,1.8214,8.0,0.0,6.7,13.4,9.8,3.8,926.4902,2204.9282,5.68,4.9992,-0.3026,1.947,5.416,2.708,2.708,935.3216,2169.9756,1.7364,4.5885,-0.044,1.947,5.416,2.708,2.708,-1.0
19.70000000000001,923.3845,2269.2654,1.8227,8.0,0.0,6.7,13.4,9.8,3.8,926.9175,2204.6539,5.701,5.0797,-0.2844,1.947,5.416,2.708,2.708,935.2459,2170.4367,1.7346,4.6746,-0.051,1.947,5.416,2.708,2.708,-1.0
19.80000000000001,923.1851,2270.0402,1.8239,8.0,0.0,6.7,13.4,9.8,3.8,927.3531,2204.3883,5.722,5.1034,-0.2629,1.947,5.416,2.708,2.708,935.1806,2170.8914,1.7303,4.5962,-0.0517,1.947,5.416,2.708,2.708,-1.0
19.900000000000013,922.9847,2270.8147,1.8252,8.0,0.0,6.7,13.4,9.8,3.8,927.7977,2204.1506,5.7423,5.0436,-0.2439,1.947,5.416,2.708,2.708,935.1129,2171.335,1.7289,4.4887,-0.0472,1.947,5.416,2.708,2.708,-1.0
